Year,Category,Class of active substances,Category of use,Critical active substance,Prescription type,Species,Amount of active ingredient (kg)
2021,Farm animals,Cephalosporins 1st/2nd generation,Camelids,All types of active ingredients,Single treatments farm animals,Camelids,0.0257
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Camelids,All types of active ingredients,All prescription types,Camelids,0.0404
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Camelids,All types of active ingredients,Single treatments farm animals,Camelids,0.0404
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Suckler cows,Yes,All prescription types,All species,0.6351
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Suckler cows,Yes,Single treatments farm animals,All species,0.6351
2021,Farm animals,Cephalosporins 1st/2nd generation,Suckler cows,All types of active ingredients,All prescription types,All species,1.115
2021,Farm animals,Cephalosporins 1st/2nd generation,Suckler cows,All types of active ingredients,Single treatments farm animals,All species,1.115
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Suckler cows,All types of active ingredients,All prescription types,All species,0.6351
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Suckler cows,All types of active ingredients,Single treatments farm animals,All species,0.6351
2021,Farm animals,All active substance classes,Cattle nAS,No,Dispensing on stock,All species,5307.4983
2021,Farm animals,All active substance classes,Cattle nAS,No,All prescription types,All species,5307.4983
2021,Farm animals,Aminoglycosides,Cattle nAS,No,Dispensing on stock,All species,777.2352
2021,Farm animals,Cephalosporins 1st/2nd generation,All categories of use,No,Dispensing on stock,Rabbits,0.0206
2021,Farm animals,Aminoglycosides,Cattle nAS,No,All prescription types,All species,777.2352
2021,Farm animals,Cephalosporins 1st/2nd generation,All categories of use,No,All prescription types,Rabbits,0.0206
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,All categories of use,Yes,Dispensing on stock,Rabbits,0.002
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,All categories of use,Yes,All prescription types,Rabbits,0.002
2021,Farm animals,Cephalosporins 1st/2nd generation,All categories of use,All types of active ingredients,Dispensing on stock,Rabbits,0.0206
2021,Farm animals,Cephalosporins 1st/2nd generation,All categories of use,All types of active ingredients,All prescription types,Rabbits,0.0206
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,All categories of use,All types of active ingredients,Dispensing on stock,Rabbits,0.002
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,All categories of use,All types of active ingredients,All prescription types,Rabbits,0.002
2021,Farm animals,Aminoglycosides,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,100.6957
2021,Farm animals,Aminoglycosides,Pigs nAS,All types of active ingredients,All prescription types,Pigs,100.6957
2021,Farm animals,Amphenicols,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,4.719
2021,Farm animals,Amphenicols,Pigs nAS,All types of active ingredients,All prescription types,Pigs,4.719
2021,Farm animals,Others¹,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,29.12
2021,Farm animals,Others¹,Pigs nAS,All types of active ingredients,All prescription types,Pigs,29.12
2021,Farm animals,Cephalosporins 1st/2nd generation,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,0.006
2021,Farm animals,Cephalosporins 1st/2nd generation,Pigs nAS,All types of active ingredients,All prescription types,Pigs,0.006
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,0.1084
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Pigs nAS,All types of active ingredients,All prescription types,Pigs,0.1084
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,1.611
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Pigs nAS,All types of active ingredients,All prescription types,Pigs,1.611
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,3.2108
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Pigs nAS,All types of active ingredients,All prescription types,Pigs,3.2108
2021,Farm animals,Penicillins,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,425.5996
2021,Farm animals,Penicillins,Pigs nAS,All types of active ingredients,All prescription types,Pigs,425.5996
2021,Farm animals,Polymyxins,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,9.5819
2021,Farm animals,Polymyxins,Pigs nAS,All types of active ingredients,All prescription types,Pigs,9.5819
2021,Farm animals,Sulfonamides,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,161.5076
2021,Farm animals,Sulfonamides,Pigs nAS,All types of active ingredients,All prescription types,Pigs,161.5076
2021,Farm animals,Tetracyclines,Pigs nAS,All types of active ingredients,Dispensing on stock,Pigs,67.3096
2021,Farm animals,Tetracyclines,Pigs nAS,All types of active ingredients,All prescription types,Pigs,67.3096
2021,Farm animals,All active substance classes,Pigs nCU,No,All prescription types,Pigs,78.3466
2021,Farm animals,All active substance classes,Pigs nCU,No,Single treatments farm animals,Pigs,24.5652
2021,Farm animals,All active substance classes,Pigs nCU,No,Oral group treatments,Pigs,53.7814
2021,Farm animals,Aminoglycosides,Pigs nCU,No,All prescription types,Pigs,3.4468
2021,Farm animals,Aminoglycosides,Pigs nCU,No,Single treatments farm animals,Pigs,3.4468
2021,Farm animals,Others¹,Pigs nCU,No,All prescription types,Pigs,1.6187
2021,Farm animals,Others¹,Pigs nCU,No,Single treatments farm animals,Pigs,0.8147
2021,Farm animals,Others¹,Pigs nCU,No,Oral group treatments,Pigs,0.804
2021,Farm animals,Cephalosporins 1st/2nd generation,Pigs nCU,No,All prescription types,Pigs,0.0007
2021,Farm animals,Cephalosporins 1st/2nd generation,Pigs nCU,No,Single treatments farm animals,Pigs,0.0007
2021,Farm animals,Penicillins,Pigs nCU,No,All prescription types,Pigs,32.6582
2021,Farm animals,Penicillins,Pigs nCU,No,Single treatments farm animals,Pigs,14.9599
2021,Farm animals,Penicillins,Pigs nCU,No,Oral group treatments,Pigs,17.6982
2021,Farm animals,Polymyxins,Pigs nCU,No,All prescription types,Pigs,3.2479
2021,Farm animals,Polymyxins,Pigs nCU,No,Single treatments farm animals,Pigs,0.0728
2021,Farm animals,Polymyxins,Pigs nCU,No,Oral group treatments,Pigs,3.1751
2021,Farm animals,Sulfonamides,Pigs nCU,No,All prescription types,Pigs,19.9834
2021,Farm animals,Sulfonamides,Pigs nCU,No,Single treatments farm animals,Pigs,4.3134
2021,Farm animals,Sulfonamides,Pigs nCU,No,Oral group treatments,Pigs,15.67
2021,Farm animals,Tetracyclines,Pigs nCU,No,All prescription types,Pigs,17.391
2021,Farm animals,Tetracyclines,Pigs nCU,No,Single treatments farm animals,Pigs,0.957
2021,Farm animals,Tetracyclines,Pigs nCU,No,Oral group treatments,Pigs,16.434
2021,Farm animals,All active substance classes,Pigs nCU,Yes,All prescription types,Pigs,2.1256
2021,Farm animals,All active substance classes,Pigs nCU,Yes,Single treatments farm animals,Pigs,0.9976
2021,Farm animals,All active substance classes,Pigs nCU,Yes,Oral group treatments,Pigs,1.128
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Pigs nCU,Yes,All prescription types,Pigs,0.0842
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Pigs nCU,Yes,Single treatments farm animals,Pigs,0.0842
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Pigs nCU,Yes,All prescription types,Pigs,0.632
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Pigs nCU,Yes,Single treatments farm animals,Pigs,0.632
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Pigs nCU,Yes,All prescription types,Pigs,1.4093
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Pigs nCU,Yes,Single treatments farm animals,Pigs,0.2813
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Pigs nCU,Yes,Oral group treatments,Pigs,1.128
2021,Farm animals,All active substance classes,Pigs nCU,All types of active ingredients,All prescription types,Pigs,80.4722
2021,Farm animals,All active substance classes,Pigs nCU,All types of active ingredients,Single treatments farm animals,Pigs,25.5628
2021,Farm animals,All active substance classes,Pigs nCU,All types of active ingredients,Oral group treatments,Pigs,54.9094
2021,Farm animals,Aminoglycosides,Pigs nCU,All types of active ingredients,All prescription types,Pigs,3.4468
2021,Farm animals,Aminoglycosides,Pigs nCU,All types of active ingredients,Single treatments farm animals,Pigs,3.4468
2021,Farm animals,Others¹,Pigs nCU,All types of active ingredients,All prescription types,Pigs,1.6187
2021,Farm animals,Others¹,Pigs nCU,All types of active ingredients,Single treatments farm animals,Pigs,0.8147
2021,Farm animals,Others¹,Pigs nCU,All types of active ingredients,Oral group treatments,Pigs,0.804
2021,Farm animals,Cephalosporins 1st/2nd generation,Pigs nCU,All types of active ingredients,All prescription types,Pigs,0.0007
2021,Farm animals,Cephalosporins 1st/2nd generation,Pigs nCU,All types of active ingredients,Single treatments farm animals,Pigs,0.0007
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Pigs nCU,All types of active ingredients,All prescription types,Pigs,0.0842
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Pigs nCU,All types of active ingredients,Single treatments farm animals,Pigs,0.0842
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Pigs nCU,All types of active ingredients,All prescription types,Pigs,0.632
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Pigs nCU,All types of active ingredients,Single treatments farm animals,Pigs,0.632
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Pigs nCU,All types of active ingredients,All prescription types,Pigs,1.4093
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Pigs nCU,All types of active ingredients,Single treatments farm animals,Pigs,0.2813
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Pigs nCU,All types of active ingredients,Oral group treatments,Pigs,1.128
2021,Farm animals,Penicillins,Pigs nCU,All types of active ingredients,All prescription types,Pigs,32.6582
2021,Farm animals,Penicillins,Pigs nCU,All types of active ingredients,Single treatments farm animals,Pigs,14.9599
2021,Farm animals,Penicillins,Pigs nCU,All types of active ingredients,Oral group treatments,Pigs,17.6982
2021,Farm animals,Polymyxins,Pigs nCU,All types of active ingredients,All prescription types,Pigs,3.2479
2021,Farm animals,Polymyxins,Pigs nCU,All types of active ingredients,Single treatments farm animals,Pigs,0.0728
2021,Farm animals,Amphenicols,Cattle nAS,No,Dispensing on stock,All species,285.6519
2021,Farm animals,Amphenicols,Cattle nAS,No,All prescription types,All species,285.6519
2021,Farm animals,Others¹,Cattle nAS,No,Dispensing on stock,All species,44.0245
2021,Farm animals,Others¹,Cattle nAS,No,All prescription types,All species,44.0245
2021,Farm animals,Cephalosporins 1st/2nd generation,Cattle nAS,No,Dispensing on stock,All species,17.7883
2021,Farm animals,Cephalosporins 1st/2nd generation,Cattle nAS,No,All prescription types,All species,17.7883
2021,Farm animals,Penicillins,Cattle nAS,No,Dispensing on stock,All species,1592.7882
2021,Farm animals,Penicillins,Cattle nAS,No,All prescription types,All species,1592.7882
2021,Farm animals,Polymyxins,Cattle nAS,No,Dispensing on stock,All species,0.5808
2021,Farm animals,Polymyxins,Cattle nAS,No,All prescription types,All species,0.5808
2021,Farm animals,Sulfonamides,Cattle nAS,No,Dispensing on stock,All species,2146.2538
2021,Farm animals,Sulfonamides,Cattle nAS,No,All prescription types,All species,2146.2538
2021,Farm animals,Tetracyclines,Cattle nAS,No,Dispensing on stock,All species,443.1756
2021,Farm animals,Tetracyclines,Cattle nAS,No,All prescription types,All species,443.1756
2021,Farm animals,All active substance classes,Cattle nAS,Yes,Dispensing on stock,All species,53.9415
2021,Farm animals,All active substance classes,Cattle nAS,Yes,All prescription types,All species,53.9415
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nAS,Yes,Dispensing on stock,All species,2.1317
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nAS,Yes,All prescription types,All species,2.1317
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nAS,Yes,Dispensing on stock,All species,26.4606
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nAS,Yes,All prescription types,All species,26.4606
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Cattle nAS,Yes,Dispensing on stock,All species,25.3491
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Cattle nAS,Yes,All prescription types,All species,25.3491
2021,Farm animals,All active substance classes,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,5361.4398
2021,Farm animals,All active substance classes,Cattle nAS,All types of active ingredients,All prescription types,All species,5361.4398
2021,Farm animals,Aminoglycosides,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,777.2352
2021,Farm animals,Aminoglycosides,Cattle nAS,All types of active ingredients,All prescription types,All species,777.2352
2021,Farm animals,Amphenicols,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,285.6519
2021,Farm animals,Amphenicols,Cattle nAS,All types of active ingredients,All prescription types,All species,285.6519
2021,Farm animals,Others¹,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,44.0245
2021,Farm animals,Others¹,Cattle nAS,All types of active ingredients,All prescription types,All species,44.0245
2021,Farm animals,Cephalosporins 1st/2nd generation,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,17.7883
2021,Farm animals,Cephalosporins 1st/2nd generation,Cattle nAS,All types of active ingredients,All prescription types,All species,17.7883
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,2.1317
2021,Farm animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,All prescription types,All species,2.1317
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,26.4606
2021,Farm animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,All prescription types,All species,26.4606
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,25.3491
2021,Farm animals,Macrolidesᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,All prescription types,All species,25.3491
2021,Farm animals,Penicillins,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,1592.7882
2021,Farm animals,Penicillins,Cattle nAS,All types of active ingredients,All prescription types,All species,1592.7882
