canton,week,variable,value
2,2026-01-06,farms_free_count,3781
15,2026-01-06,farms_blocked_proportion,6
4,2026-01-06,farms_free_count,223
22,2026-01-06,farms_free_count,981
1,2026-01-06,farms_free_count,812
9,2026-01-06,farms_blocked_proportion,2
8,2026-01-06,farms_free_proportion,99
4,2026-01-06,farms_total_count,238
3,2026-01-06,farms_blocked_proportion,3
14,2026-01-06,farms_blocked_count,7
18,2026-01-06,farms_blocked_count,34
15,2026-01-06,farms_free_proportion,94
13,2026-01-06,farms_free_proportion,96
1,2026-01-06,farms_total_count,844
17,2026-01-06,farms_free_count,1051
15,2026-01-06,farms_total_count,306
13,2026-01-06,farms_total_count,345
8,2026-01-06,farms_total_count,87
17,2026-01-06,farms_blocked_proportion,10
23,2026-01-06,farms_blocked_count,22
12,2026-01-06,farms_free_proportion,100
19,2026-01-06,farms_blocked_count,42
CHE,2026-01-06,farms_free_count,16819
10,2026-01-06,farms_total_count,1091
19,2026-01-06,farms_total_count,998
17,2026-01-06,farms_free_proportion,90
10,2026-01-06,farms_free_proportion,94
21,2026-01-06,farms_free_count,397
11,2026-01-06,farms_free_proportion,95
18,2026-01-06,farms_free_proportion,96
23,2026-01-06,farms_total_count,1156
7,2026-01-06,farms_blocked_count,7
7,2026-01-06,farms_total_count,119
2,2026-01-06,farms_blocked_proportion,6
21,2026-01-06,farms_total_count,432
16,2026-01-06,farms_free_count,127
20,2026-01-06,farms_blocked_proportion,4
9,2026-01-06,farms_free_count,243
18,2026-01-06,farms_blocked_proportion,4
13,2026-01-06,farms_free_count,331
18,2026-01-06,farms_total_count,779
26,2026-01-06,farms_total_count,500
19,2026-01-13,farms_total_count,998
4,2026-01-13,farms_free_proportion,94
15,2026-01-13,farms_free_proportion,94
LIE,2026-01-13,farms_blocked_proportion,2
1,2026-01-13,farms_free_count,814
10,2026-01-13,farms_blocked_proportion,5
22,2026-01-13,farms_blocked_proportion,4
26,2026-01-13,farms_free_proportion,96
7,2026-01-13,farms_blocked_proportion,6
8,2026-01-13,farms_free_count,86
11,2026-01-13,farms_total_count,484
12,2026-01-13,farms_blocked_count,0
LIE,2026-01-13,farms_free_count,58
18,2026-01-13,farms_blocked_proportion,4
1,2026-01-13,farms_blocked_proportion,4
14,2026-01-13,farms_blocked_count,7
1,2026-01-13,farms_free_proportion,96
17,2026-01-13,farms_blocked_count,120
12,2026-01-13,farms_blocked_proportion,0
1,2026-01-13,farms_total_count,844
16,2026-01-13,farms_free_proportion,91
3,2026-01-13,farms_free_proportion,97
14,2026-01-13,farms_total_count,166
18,2026-01-13,farms_free_count,749
22,2026-01-13,farms_blocked_count,38
19,2026-01-13,farms_blocked_count,40
18,2026-01-13,farms_free_proportion,96
15,2026-01-13,farms_total_count,306
23,2026-01-13,farms_total_count,1156
13,2026-01-13,farms_free_proportion,96
21,2026-01-13,farms_total_count,432
2,2026-01-13,farms_blocked_proportion,5
23,2026-01-13,farms_free_proportion,99
16,2026-01-13,farms_free_count,126
13,2026-01-13,farms_free_count,332
3,2026-01-13,farms_blocked_proportion,3
10,2026-01-13,farms_blocked_count,60
16,2026-01-13,farms_total_count,138
1,2026-01-13,farms_blocked_count,30
4,2026-01-13,farms_blocked_count,14
22,2026-01-13,farms_free_proportion,96
25,2026-01-13,farms_blocked_proportion,3
26,2026-01-13,farms_blocked_proportion,4
25,2026-01-13,farms_free_proportion,97
4,2026-01-13,farms_total_count,238
8,2026-01-13,farms_free_proportion,99
9,2026-01-13,farms_blocked_proportion,2
5,2026-01-13,farms_free_count,415
15,2026-01-13,farms_blocked_proportion,6
4,2026-01-13,farms_free_count,224
19,2026-01-13,farms_free_count,958
2,2026-01-13,farms_free_count,3792
19,2026-01-13,farms_free_proportion,96
22,2026-01-13,farms_total_count,1024
12,2026-01-13,farms_free_proportion,100
23,2026-01-13,farms_blocked_count,16
CHE,2026-01-13,farms_free_count,16869
21,2026-01-13,farms_free_count,397
19,2026-01-13,farms_blocked_proportion,4
8,2026-01-13,farms_blocked_proportion,1
23,2026-01-13,farms_blocked_proportion,1
2,2026-01-13,farms_total_count,4009
LIE,2026-01-13,farms_free_proportion,98
5,2026-01-13,farms_total_count,476
25,2026-01-13,farms_blocked_count,4
2,2026-01-13,farms_blocked_count,217
25,2026-01-13,farms_free_count,120
11,2026-01-13,farms_blocked_count,22
16,2026-01-13,farms_blocked_count,12
20,2026-01-13,farms_free_count,565
9,2026-01-13,farms_total_count,249
6,2026-01-13,farms_blocked_count,7
10,2026-01-13,farms_free_proportion,95
9,2026-01-13,farms_blocked_count,4
24,2026-01-13,farms_blocked_proportion,4
3,2026-01-13,farms_free_count,1971
26,2026-01-13,farms_free_count,481
13,2026-01-13,farms_blocked_proportion,4
10,2026-01-13,farms_free_count,1033
CHE,2026-01-13,farms_free_proportion,95
13,2026-01-13,farms_blocked_count,14
LIE,2026-01-13,farms_blocked_count,1
9,2026-01-13,farms_free_proportion,98
20,2026-01-13,farms_total_count,592
2,2026-01-13,farms_free_proportion,95
CHE,2026-01-13,farms_blocked_count,864
15,2026-01-13,farms_blocked_count,18
16,2026-01-13,farms_blocked_proportion,9
14,2026-01-13,farms_free_count,159
11,2026-01-13,farms_free_count,462
CHE,2026-01-13,farms_blocked_proportion,5
24,2026-01-13,farms_total_count,191
6,2026-01-13,farms_free_count,163
12,2026-01-13,farms_total_count,19
6,2026-01-13,farms_free_proportion,96
7,2026-01-13,farms_free_proportion,94
11,2026-01-13,farms_blocked_proportion,5
24,2026-01-13,farms_free_proportion,96
6,2026-01-13,farms_total_count,170
5,2026-01-13,farms_free_proportion,87
5,2026-01-13,farms_blocked_proportion,13
22,2026-01-13,farms_free_count,986
21,2026-01-13,farms_blocked_count,35
14,2026-01-13,farms_free_proportion,96
24,2026-01-13,farms_blocked_count,8
20,2026-01-13,farms_blocked_count,27
26,2026-01-13,farms_total_count,501
15,2026-01-13,farms_free_count,288
20,2026-01-13,farms_blocked_proportion,5
11,2026-01-13,farms_free_proportion,95
26,2026-01-13,farms_blocked_count,20
21,2026-01-13,farms_blocked_proportion,8
3,2026-01-13,farms_total_count,2022
12,2026-01-13,farms_free_count,19
10,2026-01-13,farms_total_count,1093
13,2026-01-13,farms_total_count,346
8,2026-01-13,farms_total_count,87
6,2026-01-13,farms_blocked_proportion,4
14,2026-01-13,farms_blocked_proportion,4
17,2026-01-13,farms_free_proportion,90
9,2026-01-13,farms_free_count,245
17,2026-01-13,farms_total_count,1169
7,2026-01-13,farms_blocked_count,7
LIE,2026-01-13,farms_total_count,59
21,2026-01-13,farms_free_proportion,92
5,2026-01-13,farms_blocked_count,61
18,2026-01-13,farms_total_count,780
7,2026-01-13,farms_free_count,112
23,2026-01-13,farms_free_count,1140
25,2026-01-13,farms_total_count,124
3,2026-01-13,farms_blocked_count,51
17,2026-01-13,farms_blocked_proportion,10
7,2026-01-13,farms_total_count,119
4,2026-01-13,farms_blocked_proportion,6
18,2026-01-13,farms_blocked_count,31
20,2026-01-13,farms_free_proportion,95
24,2026-01-13,farms_free_count,183
17,2026-01-13,farms_free_count,1049
8,2026-01-13,farms_blocked_count,1
CHE,2026-01-13,farms_total_count,17733
2,2026-01-20,farms_total_count,4014
23,2026-01-20,farms_free_count,1144
6,2026-01-20,farms_blocked_proportion,4
15,2026-01-20,farms_free_proportion,94
17,2026-01-20,farms_free_proportion,90
5,2026-01-20,farms_total_count,476
23,2026-01-20,farms_total_count,1159
26,2026-01-20,farms_blocked_proportion,4
16,2026-01-20,farms_total_count,138
LIE,2026-01-20,farms_free_count,58
9,2026-01-20,farms_free_count,244
25,2026-01-20,farms_total_count,124
20,2026-01-20,farms_total_count,594
25,2026-01-20,farms_blocked_count,4
23,2026-01-20,farms_free_proportion,99
16,2026-01-20,farms_free_proportion,92
24,2026-01-20,farms_free_proportion,96
16,2026-01-20,farms_blocked_count,11
9,2026-01-20,farms_total_count,249
2,2026-01-20,farms_free_proportion,95
11,2026-01-20,farms_blocked_count,23
18,2026-01-20,farms_free_proportion,96
26,2026-01-20,farms_blocked_count,22
14,2026-01-20,farms_blocked_proportion,4
23,2026-01-20,farms_blocked_proportion,1
15,2026-01-20,farms_total_count,309
3,2026-01-20,farms_total_count,2024
LIE,2026-01-20,farms_blocked_count,1
14,2026-01-20,farms_blocked_count,6
19,2026-01-20,farms_blocked_count,39
21,2026-01-20,farms_total_count,432
11,2026-01-20,farms_free_count,462
25,2026-01-20,farms_free_proportion,97
17,2026-01-20,farms_blocked_proportion,10
13,2026-01-20,farms_blocked_proportion,4
15,2026-01-20,farms_free_count,292
9,2026-01-20,farms_blocked_proportion,2
5,2026-01-20,farms_blocked_proportion,12
13,2026-01-20,farms_free_count,333
22,2026-01-20,farms_free_proportion,96
3,2026-01-20,farms_free_count,1973
3,2026-01-20,farms_blocked_proportion,3
5,2026-01-20,farms_free_proportion,88
8,2026-01-20,farms_free_proportion,98
4,2026-01-20,farms_blocked_count,13
16,2026-01-20,farms_free_count,127
12,2026-01-20,farms_blocked_proportion,0
7,2026-01-20,farms_free_proportion,95
6,2026-01-20,farms_free_proportion,96
18,2026-01-20,farms_blocked_count,29
7,2026-01-20,farms_blocked_count,6
10,2026-01-20,farms_blocked_count,57
20,2026-01-20,farms_free_count,569
6,2026-01-20,farms_free_count,164
21,2026-01-20,farms_free_proportion,92
4,2026-01-20,farms_total_count,238
CHE,2026-01-20,farms_blocked_proportion,5
6,2026-01-20,farms_total_count,170
22,2026-01-20,farms_free_count,988
4,2026-01-20,farms_blocked_proportion,5
CHE,2026-01-20,farms_total_count,17757
CHE,2026-01-20,farms_blocked_count,842
22,2026-01-20,farms_total_count,1025
12,2026-01-20,farms_total_count,19
24,2026-01-20,farms_blocked_count,8
6,2026-01-20,farms_blocked_count,6
24,2026-01-20,farms_total_count,193
4,2026-01-20,farms_free_count,225
2,2026-01-20,farms_blocked_count,211
7,2026-01-20,farms_total_count,119
9,2026-01-20,farms_blocked_count,5
CHE,2026-01-20,farms_free_proportion,95
10,2026-01-20,farms_blocked_proportion,5
14,2026-01-20,farms_free_count,160
24,2026-01-20,farms_blocked_proportion,4
10,2026-01-20,farms_free_count,1036
19,2026-01-20,farms_free_count,959
25,2026-01-20,farms_free_count,120
26,2026-01-20,farms_free_proportion,96
12,2026-01-20,farms_free_count,19
9,2026-01-20,farms_free_proportion,98
17,2026-01-20,farms_free_count,1053
20,2026-01-20,farms_blocked_count,25
14,2026-01-20,farms_total_count,166
1,2026-01-20,farms_blocked_proportion,4
11,2026-01-20,farms_total_count,485
17,2026-01-20,farms_total_count,1171
8,2026-01-20,farms_blocked_proportion,2
20,2026-01-20,farms_free_proportion,96
15,2026-01-20,farms_blocked_count,17
2,2026-01-20,farms_blocked_proportion,5
LIE,2026-01-20,farms_blocked_proportion,2
11,2026-01-20,farms_blocked_proportion,5
22,2026-01-20,farms_blocked_proportion,4
18,2026-01-20,farms_total_count,783
20,2026-01-20,farms_blocked_proportion,4
7,2026-01-20,farms_blocked_proportion,5
1,2026-01-20,farms_free_count,814
19,2026-01-20,farms_blocked_proportion,4
21,2026-01-20,farms_blocked_count,35
12,2026-01-20,farms_free_proportion,100
14,2026-01-20,farms_free_proportion,96
12,2026-01-20,farms_blocked_count,0
24,2026-01-20,farms_free_count,185
16,2026-01-20,farms_blocked_proportion,8
26,2026-01-20,farms_total_count,501
17,2026-01-20,farms_blocked_count,118
CHE,2026-01-20,farms_free_count,16915
19,2026-01-20,farms_total_count,998
21,2026-01-20,farms_free_count,397
3,2026-01-20,farms_blocked_count,51
18,2026-01-20,farms_free_count,754
1,2026-01-20,farms_total_count,844
13,2026-01-20,farms_free_proportion,96
8,2026-01-20,farms_blocked_count,2
22,2026-01-20,farms_blocked_count,37
1,2026-01-20,farms_blocked_count,30
26,2026-01-20,farms_free_count,479
19,2026-01-20,farms_free_proportion,96
11,2026-01-20,farms_free_proportion,95
1,2026-01-20,farms_free_proportion,96
5,2026-01-20,farms_free_count,417
13,2026-01-20,farms_total_count,346
LIE,2026-01-20,farms_total_count,59
21,2026-01-20,farms_blocked_proportion,8
5,2026-01-20,farms_blocked_count,59
10,2026-01-20,farms_free_proportion,95
4,2026-01-20,farms_free_proportion,95
18,2026-01-20,farms_blocked_proportion,4
7,2026-01-20,farms_free_count,113
2,2026-01-20,farms_free_count,3803
LIE,2026-01-20,farms_free_proportion,98
13,2026-01-20,farms_blocked_count,13
15,2026-01-20,farms_blocked_proportion,6
8,2026-01-20,farms_total_count,87
8,2026-01-20,farms_free_count,85
25,2026-01-20,farms_blocked_proportion,3
10,2026-01-20,farms_total_count,1093
3,2026-01-20,farms_free_proportion,97
23,2026-01-20,farms_blocked_count,15
11,2026-01-27,farms_blocked_proportion,5
4,2026-01-27,farms_total_count,238
5,2026-01-27,farms_blocked_proportion,13
7,2026-01-27,farms_blocked_count,6
7,2026-01-27,farms_free_count,113
6,2026-01-27,farms_free_proportion,95
21,2026-01-27,farms_free_count,401
4,2026-01-27,farms_blocked_count,13
17,2026-01-27,farms_free_proportion,90
24,2026-01-27,farms_free_count,185
19,2026-01-27,farms_free_proportion,96
15,2026-01-27,farms_total_count,309
19,2026-01-27,farms_blocked_count,36
17,2026-01-27,farms_blocked_proportion,10
14,2026-01-27,farms_blocked_count,6
5,2026-01-27,farms_free_count,417
7,2026-01-27,farms_total_count,119
15,2026-01-27,farms_blocked_proportion,6
21,2026-01-27,farms_total_count,433
25,2026-01-27,farms_blocked_proportion,3
13,2026-01-27,farms_blocked_count,12
3,2026-01-27,farms_blocked_count,48
25,2026-01-27,farms_total_count,124
2,2026-01-27,farms_blocked_count,204
3,2026-01-27,farms_blocked_proportion,2
20,2026-01-27,farms_free_proportion,96
9,2026-01-27,farms_free_proportion,98
18,2026-01-27,farms_blocked_count,27
10,2026-01-27,farms_blocked_count,57
18,2026-01-27,farms_total_count,783
12,2026-01-27,farms_free_proportion,100
CHE,2026-01-27,farms_total_count,17772
6,2026-01-27,farms_free_count,162
16,2026-01-27,farms_blocked_proportion,9
5,2026-01-27,farms_free_proportion,87
8,2026-01-27,farms_blocked_proportion,2
1,2026-01-27,farms_blocked_count,32
9,2026-01-27,farms_free_count,245
2,2026-01-27,farms_blocked_proportion,5
1,2026-01-27,farms_blocked_proportion,4
23,2026-01-27,farms_total_count,1160
20,2026-01-27,farms_blocked_count,24
1,2026-01-27,farms_total_count,844
14,2026-01-27,farms_blocked_proportion,4
18,2026-01-27,farms_blocked_proportion,3
23,2026-01-27,farms_free_proportion,99
8,2026-01-27,farms_total_count,87
2,2026-01-27,farms_free_count,3811
11,2026-01-27,farms_free_count,462
LIE,2026-01-27,farms_blocked_count,1
3,2026-01-27,farms_total_count,2025
23,2026-01-27,farms_blocked_count,13
10,2026-01-27,farms_total_count,1096
21,2026-01-27,farms_blocked_proportion,7
10,2026-01-27,farms_free_proportion,95
11,2026-01-27,farms_blocked_count,24
CHE,2026-01-27,farms_free_proportion,95
26,2026-01-27,farms_blocked_count,22
2,2026-01-27,farms_free_proportion,95
9,2026-01-27,farms_total_count,249
11,2026-01-27,farms_free_proportion,95
22,2026-01-27,farms_blocked_count,36
16,2026-01-27,farms_blocked_count,12
15,2026-01-27,farms_blocked_count,17
CHE,2026-01-27,farms_blocked_proportion,5
8,2026-01-27,farms_free_proportion,98
26,2026-01-27,farms_blocked_proportion,4
15,2026-01-27,farms_free_count,292
26,2026-01-27,farms_free_count,480
22,2026-01-27,farms_free_proportion,96
CHE,2026-01-27,farms_free_count,16951
13,2026-01-27,farms_free_proportion,97
5,2026-01-27,farms_blocked_count,60
4,2026-01-27,farms_free_count,225
LIE,2026-01-27,farms_free_proportion,98
22,2026-01-27,farms_free_count,989
10,2026-01-27,farms_free_count,1039
19,2026-01-27,farms_blocked_proportion,4
14,2026-01-27,farms_free_proportion,96
9,2026-01-27,farms_blocked_count,4
17,2026-01-27,farms_blocked_count,114
24,2026-01-27,farms_total_count,193
25,2026-01-27,farms_free_count,120
18,2026-01-27,farms_free_count,756
19,2026-01-27,farms_total_count,999
12,2026-01-27,farms_total_count,19
LIE,2026-01-27,farms_total_count,60
26,2026-01-27,farms_total_count,502
22,2026-01-27,farms_total_count,1025
9,2026-01-27,farms_blocked_proportion,2
16,2026-01-27,farms_free_count,127
12,2026-01-27,farms_blocked_count,0
13,2026-01-27,farms_blocked_proportion,3
20,2026-01-27,farms_blocked_proportion,4
25,2026-01-27,farms_free_proportion,97
16,2026-01-27,farms_total_count,139
18,2026-01-27,farms_free_proportion,97
CHE,2026-01-27,farms_blocked_count,821
LIE,2026-01-27,farms_blocked_proportion,2
15,2026-01-27,farms_free_proportion,94
17,2026-01-27,farms_free_count,1059
14,2026-01-27,farms_total_count,166
21,2026-01-27,farms_free_proportion,93
6,2026-01-27,farms_blocked_count,8
6,2026-01-27,farms_total_count,170
3,2026-01-27,farms_free_proportion,98
1,2026-01-27,farms_free_count,812
LIE,2026-01-27,farms_free_count,59
24,2026-01-27,farms_free_proportion,96
12,2026-01-27,farms_free_count,19
26,2026-01-27,farms_free_proportion,96
17,2026-01-27,farms_total_count,1173
11,2026-01-27,farms_total_count,486
16,2026-01-27,farms_free_proportion,91
1,2026-01-27,farms_free_proportion,96
8,2026-01-27,farms_free_count,85
24,2026-01-27,farms_blocked_proportion,4
20,2026-01-27,farms_free_count,571
4,2026-01-27,farms_blocked_proportion,5
12,2026-01-27,farms_blocked_proportion,0
13,2026-01-27,farms_total_count,346
10,2026-01-27,farms_blocked_proportion,5
22,2026-01-27,farms_blocked_proportion,4
20,2026-01-27,farms_total_count,595
24,2026-01-27,farms_blocked_count,8
7,2026-01-27,farms_blocked_proportion,5
5,2026-01-27,farms_total_count,477
6,2026-01-27,farms_blocked_proportion,5
19,2026-01-27,farms_free_count,963
13,2026-01-27,farms_free_count,334
25,2026-01-27,farms_blocked_count,4
21,2026-01-27,farms_blocked_count,32
8,2026-01-27,farms_blocked_count,2
4,2026-01-27,farms_free_proportion,95
14,2026-01-27,farms_free_count,160
3,2026-01-27,farms_free_count,1977
23,2026-01-27,farms_blocked_proportion,1
23,2026-01-27,farms_free_count,1147
7,2026-01-27,farms_free_proportion,95
2,2026-01-27,farms_total_count,4015
LIE,2026-02-03,farms_total_count,60
25,2026-02-03,farms_free_count,120
19,2026-02-03,farms_total_count,1008
24,2026-02-03,farms_total_count,193
8,2026-02-03,farms_total_count,87
13,2026-02-03,farms_total_count,346
1,2026-02-03,farms_total_count,845
9,2026-02-03,farms_blocked_count,4
6,2026-02-03,farms_blocked_count,9
8,2026-02-03,farms_free_proportion,98
20,2026-02-03,farms_blocked_proportion,4
11,2026-02-03,farms_total_count,486
22,2026-02-03,farms_free_proportion,96
3,2026-02-03,farms_free_count,1981
17,2026-02-03,farms_total_count,1177
4,2026-02-03,farms_free_count,226
2,2026-02-03,farms_blocked_proportion,5
12,2026-02-03,farms_blocked_count,0
20,2026-02-03,farms_blocked_count,25
26,2026-02-03,farms_total_count,502
10,2026-02-03,farms_blocked_proportion,5
6,2026-02-03,farms_free_proportion,95
22,2026-02-03,farms_free_count,990
18,2026-02-03,farms_free_count,757
10,2026-02-03,farms_free_count,1040
4,2026-02-03,farms_blocked_proportion,6
6,2026-02-03,farms_total_count,170
1,2026-02-03,farms_blocked_proportion,4
26,2026-02-03,farms_blocked_count,21
18,2026-02-03,farms_blocked_proportion,3
18,2026-02-03,farms_free_proportion,97
11,2026-02-03,farms_blocked_count,24
24,2026-02-03,farms_blocked_count,9
15,2026-02-03,farms_free_count,292
16,2026-02-03,farms_total_count,140
26,2026-02-03,farms_blocked_proportion,4
14,2026-02-03,farms_blocked_proportion,3
23,2026-02-03,farms_blocked_proportion,1
3,2026-02-03,farms_total_count,2026
25,2026-02-03,farms_free_proportion,97
LIE,2026-02-03,farms_blocked_count,0
9,2026-02-03,farms_free_count,245
25,2026-02-03,farms_blocked_count,4
5,2026-02-03,farms_total_count,477
CHE,2026-02-03,farms_total_count,17797
2,2026-02-03,farms_free_count,3808
23,2026-02-03,farms_total_count,1162
23,2026-02-03,farms_free_proportion,99
CHE,2026-02-03,farms_blocked_proportion,5
2,2026-02-03,farms_total_count,4016
11,2026-02-03,farms_free_count,462
12,2026-02-03,farms_free_count,19
2,2026-02-03,farms_free_proportion,95
24,2026-02-03,farms_free_proportion,95
22,2026-02-03,farms_total_count,1026
20,2026-02-03,farms_free_count,571
22,2026-02-03,farms_blocked_proportion,4
23,2026-02-03,farms_blocked_count,13
5,2026-02-03,farms_free_proportion,88
10,2026-02-03,farms_total_count,1096
21,2026-02-03,farms_blocked_proportion,7
1,2026-02-03,farms_free_proportion,96
10,2026-02-03,farms_free_proportion,95
9,2026-02-03,farms_blocked_proportion,2
22,2026-02-03,farms_blocked_count,36
15,2026-02-03,farms_free_proportion,94
16,2026-02-03,farms_free_count,128
11,2026-02-03,farms_free_proportion,95
17,2026-02-03,farms_free_proportion,90
24,2026-02-03,farms_blocked_proportion,5
26,2026-02-03,farms_free_proportion,96
15,2026-02-03,farms_blocked_count,17
16,2026-02-03,farms_blocked_count,12
13,2026-02-03,farms_blocked_proportion,4
9,2026-02-03,farms_total_count,249
12,2026-02-03,farms_total_count,19
7,2026-02-03,farms_blocked_proportion,6
19,2026-02-03,farms_free_count,973
17,2026-02-03,farms_blocked_count,113
1,2026-02-03,farms_free_count,811
25,2026-02-03,farms_total_count,124
12,2026-02-03,farms_free_proportion,100
CHE,2026-02-03,farms_blocked_count,824
24,2026-02-03,farms_free_count,184
2,2026-02-03,farms_blocked_count,208
11,2026-02-03,farms_blocked_proportion,5
16,2026-02-03,farms_blocked_proportion,9
18,2026-02-03,farms_total_count,784
14,2026-02-03,farms_free_count,161
7,2026-02-03,farms_free_count,112
3,2026-02-03,farms_blocked_proportion,2
1,2026-02-03,farms_blocked_count,34
21,2026-02-03,farms_free_count,402
7,2026-02-03,farms_blocked_count,7
12,2026-02-03,farms_blocked_proportion,0
18,2026-02-03,farms_blocked_count,27
26,2026-02-03,farms_free_count,481
8,2026-02-03,farms_free_count,85
CHE,2026-02-03,farms_free_proportion,95
9,2026-02-03,farms_free_proportion,98
20,2026-02-03,farms_free_proportion,96
19,2026-02-03,farms_free_proportion,97
8,2026-02-03,farms_blocked_count,2
13,2026-02-03,farms_free_count,333
15,2026-02-03,farms_blocked_proportion,6
5,2026-02-03,farms_free_count,418
15,2026-02-03,farms_total_count,309
25,2026-02-03,farms_blocked_proportion,3
14,2026-02-03,farms_blocked_count,5
LIE,2026-02-03,farms_free_count,60
4,2026-02-03,farms_free_proportion,94
13,2026-02-03,farms_blocked_count,13
19,2026-02-03,farms_blocked_count,35
3,2026-02-03,farms_blocked_count,45
17,2026-02-03,farms_free_count,1064
7,2026-02-03,farms_total_count,119
23,2026-02-03,farms_free_count,1149
21,2026-02-03,farms_total_count,434
14,2026-02-03,farms_total_count,166
17,2026-02-03,farms_blocked_proportion,10
CHE,2026-02-03,farms_free_count,16973
LIE,2026-02-03,farms_blocked_proportion,0
6,2026-02-03,farms_blocked_proportion,5
19,2026-02-03,farms_blocked_proportion,3
4,2026-02-03,farms_total_count,240
3,2026-02-03,farms_free_proportion,98
13,2026-02-03,farms_free_proportion,96
5,2026-02-03,farms_blocked_proportion,12
21,2026-02-03,farms_free_proportion,93
21,2026-02-03,farms_blocked_count,32
LIE,2026-02-03,farms_free_proportion,100
14,2026-02-03,farms_free_proportion,97
4,2026-02-03,farms_blocked_count,14
7,2026-02-03,farms_free_proportion,94
5,2026-02-03,farms_blocked_count,59
6,2026-02-03,farms_free_count,161
8,2026-02-03,farms_blocked_proportion,2
10,2026-02-03,farms_blocked_count,56
16,2026-02-03,farms_free_proportion,91
20,2026-02-03,farms_total_count,596
20,2026-02-10,farms_blocked_proportion,4
11,2026-02-10,farms_blocked_count,20
3,2026-02-10,farms_blocked_count,46
2,2026-02-10,farms_free_proportion,95
10,2026-02-10,farms_total_count,1097
12,2026-02-10,farms_blocked_count,0
17,2026-02-10,farms_free_count,1074
8,2026-02-10,farms_blocked_proportion,2
26,2026-02-10,farms_blocked_count,20
13,2026-02-10,farms_blocked_count,13
18,2026-02-10,farms_free_count,758
14,2026-02-10,farms_total_count,166
23,2026-02-10,farms_blocked_proportion,1
19,2026-02-10,farms_blocked_proportion,3
19,2026-02-10,farms_free_proportion,97
17,2026-02-10,farms_blocked_count,104
LIE,2026-02-10,farms_total_count,60
2,2026-02-10,farms_total_count,4017
8,2026-02-10,farms_blocked_count,2
23,2026-02-10,farms_free_proportion,99
2,2026-02-10,farms_free_count,3817
15,2026-02-10,farms_blocked_proportion,6
14,2026-02-10,farms_blocked_proportion,3
3,2026-02-10,farms_total_count,2026
25,2026-02-10,farms_blocked_proportion,3
25,2026-02-10,farms_blocked_count,4
19,2026-02-10,farms_free_count,975
11,2026-02-10,farms_free_count,466
LIE,2026-02-10,farms_blocked_count,0
21,2026-02-10,farms_blocked_count,33
24,2026-02-10,farms_free_proportion,95
4,2026-02-10,farms_free_proportion,94
5,2026-02-10,farms_free_count,425
9,2026-02-10,farms_free_proportion,99
20,2026-02-10,farms_blocked_count,24
9,2026-02-10,farms_total_count,249
1,2026-02-10,farms_blocked_proportion,4
8,2026-02-10,farms_free_count,85
22,2026-02-10,farms_blocked_proportion,4
19,2026-02-10,farms_total_count,1010
7,2026-02-10,farms_free_count,112
18,2026-02-10,farms_blocked_proportion,3
1,2026-02-10,farms_blocked_count,34
CHE,2026-02-10,farms_free_proportion,96
20,2026-02-10,farms_free_count,572
13,2026-02-10,farms_free_proportion,96
13,2026-02-10,farms_total_count,346
20,2026-02-10,farms_free_proportion,96
21,2026-02-10,farms_free_count,401
16,2026-02-10,farms_blocked_count,15
14,2026-02-10,farms_free_proportion,97
11,2026-02-10,farms_total_count,486
26,2026-02-10,farms_free_count,482
8,2026-02-10,farms_total_count,87
CHE,2026-02-10,farms_free_count,17015
3,2026-02-10,farms_free_proportion,98
16,2026-02-10,farms_free_proportion,89
1,2026-02-10,farms_free_proportion,96
16,2026-02-10,farms_blocked_proportion,11
17,2026-02-10,farms_total_count,1178
1,2026-02-10,farms_total_count,847
LIE,2026-02-10,farms_free_proportion,100
12,2026-02-10,farms_free_count,19
18,2026-02-10,farms_total_count,784
1,2026-02-10,farms_free_count,813
12,2026-02-10,farms_free_proportion,100
17,2026-02-10,farms_free_proportion,91
11,2026-02-10,farms_free_proportion,96
2,2026-02-10,farms_blocked_proportion,5
24,2026-02-10,farms_free_count,184
21,2026-02-10,farms_blocked_proportion,8
26,2026-02-10,farms_free_proportion,96
LIE,2026-02-10,farms_blocked_proportion,0
22,2026-02-10,farms_blocked_count,36
11,2026-02-10,farms_blocked_proportion,4
5,2026-02-10,farms_blocked_count,54
10,2026-02-10,farms_free_proportion,95
7,2026-02-10,farms_blocked_proportion,7
26,2026-02-10,farms_total_count,502
15,2026-02-10,farms_blocked_count,17
18,2026-02-10,farms_free_proportion,97
22,2026-02-10,farms_free_proportion,96
6,2026-02-10,farms_free_proportion,95
25,2026-02-10,farms_free_proportion,97
4,2026-02-10,farms_blocked_proportion,6
8,2026-02-10,farms_free_proportion,98
9,2026-02-10,farms_blocked_proportion,1
15,2026-02-10,farms_free_count,292
6,2026-02-10,farms_blocked_proportion,5
17,2026-02-10,farms_blocked_proportion,9
15,2026-02-10,farms_free_proportion,94
4,2026-02-10,farms_free_count,225
2,2026-02-10,farms_blocked_count,200
23,2026-02-10,farms_blocked_count,11
7,2026-02-10,farms_blocked_count,8
13,2026-02-10,farms_free_count,333
24,2026-02-10,farms_blocked_count,9
5,2026-02-10,farms_free_proportion,89
10,2026-02-10,farms_free_count,1043
24,2026-02-10,farms_total_count,193
21,2026-02-10,farms_total_count,434
10,2026-02-10,farms_blocked_proportion,5
23,2026-02-10,farms_free_count,1154
